Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,,
10/19/2021,Lewis,15,"3,586",197,"67,718",,
10/20/2021,Lewis,17,"3,603",224,"67,942",,
10/21/2021,Lewis,18,"3,621",158,"68,100",,
10/22/2021,Lewis,15,"3,636",240,"68,340",,
10/23/2021,Lewis,13,"3,649",138,"68,478",,
10/24/2021,Lewis,4,"3,653",86,"68,564",,
10/25/2021,Lewis,11,"3,664",109,"68,673",,
10/26/2021,Lewis,17,"3,681",185,"68,858",,
10/27/2021,Lewis,11,"3,692",202,"69,060",,
10/28/2021,Lewis,12,"3,704",251,"69,311",,
10/29/2021,Lewis,13,"3,717",213,"69,524",,
10/30/2021,Lewis,9,"3,726",123,"69,647",,
10/31/2021,Lewis,6,"3,732",82,"69,729",,
11/01/2021,Lewis,7,"3,739",84,"69,813",,
11/02/2021,Lewis,17,"3,756",198,"70,011",,
11/03/2021,Lewis,13,"3,769",183,"70,194",,
11/04/2021,Lewis,16,"3,785",185,"70,379",,
11/05/2021,Lewis,19,"3,804",167,"70,546",,
11/06/2021,Lewis,6,"3,810",140,"70,686",,
11/07/2021,Lewis,3,"3,813",75,"70,761",,
11/08/2021,Lewis,24,"3,837",139,"70,900",,
11/09/2021,Lewis,10,"3,847",100,"71,000",,
11/10/2021,Lewis,14,"3,861",202,"71,202",,
11/11/2021,Lewis,15,"3,876",163,"71,365",,
11/12/2021,Lewis,20,"3,896",213,"71,578",,
11/13/2021,Lewis,8,"3,904",255,"71,833",,
11/14/2021,Lewis,10,"3,914",120,"71,953",,
11/15/2021,Lewis,27,"3,941",102,"72,055",,
11/16/2021,Lewis,25,"3,966",132,"72,187",,
11/17/2021,Lewis,24,"3,990",211,"72,398",,
11/18/2021,Lewis,25,"4,015",224,"72,622",,
11/19/2021,Lewis,13,"4,028",205,"72,827",,
11/20/2021,Lewis,11,"4,039",118,"72,945",,
11/21/2021,Lewis,6,"4,045",110,"73,055",,
11/22/2021,Lewis,21,"4,066",107,"73,162",,
11/23/2021,Lewis,35,"4,101",143,"73,305",,
11/24/2021,Lewis,24,"4,125",174,"73,479",,
11/25/2021,Lewis,20,"4,145",174,"73,653",,
11/26/2021,Lewis,12,"4,157",112,"73,765",,
11/27/2021,Lewis,12,"4,169",96,"73,861",,
11/28/2021,Lewis,6,"4,175",82,"73,943",,
11/29/2021,Lewis,28,"4,203",130,"74,073",,
11/30/2021,Lewis,37,"4,240",193,"74,266",,
12/01/2021,Lewis,20,"4,260",226,"74,492",,
12/02/2021,Lewis,38,"4,298",238,"74,730",,
12/03/2021,Lewis,18,"4,316",186,"74,916",,
12/04/2021,Lewis,30,"4,346",196,"75,112",,
12/05/2021,Lewis,9,"4,355",69,"75,181",,
12/06/2021,Lewis,14,"4,369",94,"75,275",,
12/07/2021,Lewis,26,"4,395",241,"75,516",,
12/08/2021,Lewis,19,"4,414",174,"75,690",,
12/09/2021,Lewis,15,"4,429",195,"75,885",,
12/10/2021,Lewis,32,"4,461",285,"76,170",,
12/11/2021,Lewis,27,"4,488",212,"76,382",,
12/12/2021,Lewis,17,"4,505",108,"76,490",,
12/13/2021,Lewis,10,"4,515",57,"76,547",,
12/14/2021,Lewis,33,"4,548",163,"76,710",,
12/15/2021,Lewis,17,"4,565",159,"76,869",,
12/16/2021,Lewis,21,"4,586",203,"77,072",,
12/17/2021,Lewis,5,"4,591",160,"77,232",,
12/18/2021,Lewis,17,"4,608",316,"77,548",,
12/19/2021,Lewis,9,"4,617",100,"77,648",,
12/20/2021,Lewis,6,"4,623",93,"77,741",,
12/21/2021,Lewis,20,"4,643",171,"77,912",,
12/22/2021,Lewis,20,"4,663",184,"78,096",,
12/23/2021,Lewis,5,"4,668",242,"78,338",,
12/24/2021,Lewis,17,"4,685",120,"78,458",,
12/25/2021,Lewis,0,"4,685",37,"78,495",,
12/26/2021,Lewis,3,"4,688",27,"78,522",,
12/27/2021,Lewis,8,"4,696",36,"78,558",,
03/01/2020,Livingston,0,0,0,0,,
03/02/2020,Livingston,0,0,0,0,,
03/03/2020,Livingston,0,0,0,0,,
03/04/2020,Livingston,0,0,0,0,,
03/05/2020,Livingston,0,0,0,0,,
03/06/2020,Livingston,0,0,0,0,,
03/07/2020,Livingston,0,0,0,0,,
03/08/2020,Livingston,0,0,0,0,,
03/09/2020,Livingston,0,0,0,0,,
03/10/2020,Livingston,0,0,1,1,,
03/11/2020,Livingston,0,0,0,1,,
03/12/2020,Livingston,0,0,0,1,,
03/13/2020,Livingston,0,0,0,1,,
03/14/2020,Livingston,0,0,0,1,,
03/15/2020,Livingston,0,0,0,1,,
03/16/2020,Livingston,0,0,0,1,,
03/17/2020,Livingston,0,0,4,5,,
03/18/2020,Livingston,0,0,5,10,,
03/19/2020,Livingston,1,1,11,21,,
03/20/2020,Livingston,1,2,13,34,,
03/21/2020,Livingston,0,2,5,39,,
03/22/2020,Livingston,1,3,3,42,,
03/23/2020,Livingston,0,3,1,43,,
03/24/2020,Livingston,0,3,9,52,,
03/25/2020,Livingston,0,3,15,67,,
03/26/2020,Livingston,0,3,8,75,,
03/27/2020,Livingston,2,5,11,86,,
03/28/2020,Livingston,5,10,17,103,,
03/29/2020,Livingston,2,12,10,113,,
03/30/2020,Livingston,1,13,10,123,,
03/31/2020,Livingston,1,14,24,147,,
04/01/2020,Livingston,0,14,17,164,,
04/02/2020,Livingston,2,16,12,176,,
04/03/2020,Livingston,2,18,18,194,,
04/04/2020,Livingston,1,19,27,221,,
04/05/2020,Livingston,3,22,14,235,,
04/06/2020,Livingston,1,23,18,253,,
04/07/2020,Livingston,2,25,23,276,,
04/08/2020,Livingston,1,26,17,293,,
04/09/2020,Livingston,3,29,26,319,,
04/10/2020,Livingston,1,30,7,326,,
04/11/2020,Livingston,0,30,6,332,,
04/12/2020,Livingston,0,30,5,337,,
04/13/2020,Livingston,1,31,20,357,,
04/14/2020,Livingston,0,31,8,365,,
04/15/2020,Livingston,1,32,8,373,,
04/16/2020,Livingston,2,34,18,391,,
04/17/2020,Livingston,3,37,20,411,,
04/18/2020,Livingston,2,39,30,441,,
04/19/2020,Livingston,0,39,7,448,,
04/20/2020,Livingston,0,39,21,469,,
04/21/2020,Livingston,0,39,15,484,,
04/22/2020,Livingston,2,41,22,506,,
04/23/2020,Livingston,3,44,54,560,,
04/24/2020,Livingston,14,58,295,855,,
04/25/2020,Livingston,2,60,61,916,,
04/26/2020,Livingston,2,62,15,931,,
04/27/2020,Livingston,3,65,24,955,,
04/28/2020,Livingston,2,67,36,991,,
04/29/2020,Livingston,2,69,34,"1,025",,
04/30/2020,Livingston,4,73,43,"1,068",,
05/01/2020,Livingston,3,76,44,"1,112",,
05/02/2020,Livingston,7,83,52,"1,164",,
05/03/2020,Livingston,2,85,26,"1,190",,
05/04/2020,Livingston,1,86,52,"1,242",,
05/05/2020,Livingston,3,89,52,"1,294",,
05/06/2020,Livingston,6,95,100,"1,394",,
05/07/2020,Livingston,5,100,56,"1,450",,
05/08/2020,Livingston,1,101,49,"1,499",,
05/09/2020,Livingston,1,102,58,"1,557",,
05/10/2020,Livingston,0,102,46,"1,603",,
05/11/2020,Livingston,0,102,180,"1,783",,
05/12/2020,Livingston,1,103,197,"1,980",,
05/13/2020,Livingston,3,106,113,"2,093",,
05/14/2020,Livingston,0,106,76,"2,169",,
05/15/2020,Livingston,1,107,75,"2,244",,
05/16/2020,Livingston,3,110,77,"2,321",,
05/17/2020,Livingston,0,110,50,"2,371",,
05/18/2020,Livingston,1,111,67,"2,438",,
05/19/2020,Livingston,0,111,95,"2,533",,
05/20/2020,Livingston,3,114,105,"2,638",,
05/21/2020,Livingston,0,114,75,"2,713",,
05/22/2020,Livingston,0,114,84,"2,797",,
05/23/2020,Livingston,0,114,65,"2,862",,
05/24/2020,Livingston,1,115,196,"3,058",,
05/25/2020,Livingston,3,118,74,"3,132",,
05/26/2020,Livingston,0,118,69,"3,201",,
05/27/2020,Livingston,0,118,129,"3,330",,
05/28/2020,Livingston,0,118,122,"3,452",,
05/29/2020,Livingston,0,118,107,"3,559",,
05/30/2020,Livingston,1,119,128,"3,687",,
05/31/2020,Livingston,0,119,136,"3,823",,
06/01/2020,Livingston,0,119,218,"4,041",,
06/02/2020,Livingston,1,120,233,"4,274",,
06/03/2020,Livingston,0,120,172,"4,446",,
06/04/2020,Livingston,1,121,263,"4,709",,
06/05/2020,Livingston,0,121,167,"4,876",,
06/06/2020,Livingston,0,121,133,"5,009",,
06/07/2020,Livingston,0,121,177,"5,186",,
06/08/2020,Livingston,0,121,122,"5,308",,
06/09/2020,Livingston,0,121,216,"5,524",,
06/10/2020,Livingston,0,121,162,"5,686",,
06/11/2020,Livingston,0,121,237,"5,923",,
06/12/2020,Livingston,1,122,239,"6,162",,
06/13/2020,Livingston,1,123,135,"6,297",,
06/14/2020,Livingston,0,123,171,"6,468",,
06/15/2020,Livingston,0,123,111,"6,579",,
06/16/2020,Livingston,0,123,292,"6,871",,
06/17/2020,Livingston,0,123,171,"7,042",,
06/18/2020,Livingston,0,123,268,"7,310",,
06/19/2020,Livingston,0,123,109,"7,419",,
06/20/2020,Livingston,0,123,95,"7,514",,
06/21/2020,Livingston,1,124,108,"7,622",,
06/22/2020,Livingston,1,125,134,"7,756",,
06/23/2020,Livingston,0,125,130,"7,886",,
06/24/2020,Livingston,1,126,105,"7,991",,
06/25/2020,Livingston,0,126,254,"8,245",,
06/26/2020,Livingston,0,126,122,"8,367",,
06/27/2020,Livingston,2,128,86,"8,453",,
06/28/2020,Livingston,0,128,91,"8,544",,
06/29/2020,Livingston,1,129,165,"8,709",,
06/30/2020,Livingston,1,130,148,"8,857",,
07/01/2020,Livingston,0,130,273,"9,130",,
07/02/2020,Livingston,0,130,109,"9,239",,
07/03/2020,Livingston,1,131,175,"9,414",,
07/04/2020,Livingston,1,132,127,"9,541",,
07/05/2020,Livingston,1,133,133,"9,674",,
07/06/2020,Livingston,1,134,113,"9,787",,
07/07/2020,Livingston,3,137,161,"9,948",,
07/08/2020,Livingston,3,140,140,"10,088",,
07/09/2020,Livingston,4,144,126,"10,214",,
07/10/2020,Livingston,1,145,163,"10,377",,
07/11/2020,Livingston,2,147,203,"10,580",,
07/12/2020,Livingston,0,147,119,"10,699",,
07/13/2020,Livingston,4,151,170,"10,869",,
07/14/2020,Livingston,0,151,144,"11,013",,
07/15/2020,Livingston,2,153,171,"11,184",,
07/16/2020,Livingston,2,155,189,"11,373",,
07/17/2020,Livingston,2,157,246,"11,619",,
07/18/2020,Livingston,1,158,203,"11,822",,
07/19/2020,Livingston,1,159,111,"11,933",,
07/20/2020,Livingston,1,160,144,"12,077",,
07/21/2020,Livingston,1,161,175,"12,252",,
07/22/2020,Livingston,0,161,263,"12,515",,
07/23/2020,Livingston,0,161,167,"12,682",,
07/24/2020,Livingston,1,162,201,"12,883",,
07/25/2020,Livingston,0,162,240,"13,123",,
07/26/2020,Livingston,0,162,232,"13,355",,
07/27/2020,Livingston,0,162,162,"13,517",,
07/28/2020,Livingston,1,163,178,"13,695",,
07/29/2020,Livingston,1,164,201,"13,896",,
07/30/2020,Livingston,1,165,375,"14,271",,
07/31/2020,Livingston,1,166,246,"14,517",,
08/01/2020,Livingston,1,167,130,"14,647",,
08/02/2020,Livingston,0,167,141,"14,788",,
08/03/2020,Livingston,3,170,109,"14,897",,
08/04/2020,Livingston,1,171,169,"15,066",,
08/05/2020,Livingston,2,173,222,"15,288",,
08/06/2020,Livingston,1,174,321,"15,609",,
08/07/2020,Livingston,2,176,172,"15,781",,
08/08/2020,Livingston,0,176,174,"15,955",,
08/09/2020,Livingston,0,176,185,"16,140",,
08/10/2020,Livingston,0,176,146,"16,286",,
08/11/2020,Livingston,0,176,188,"16,474",,
08/12/2020,Livingston,0,176,249,"16,723",,
08/13/2020,Livingston,2,178,290,"17,013",,
08/14/2020,Livingston,0,178,223,"17,236",,
08/15/2020,Livingston,0,178,199,"17,435",,
08/16/2020,Livingston,0,178,105,"17,540",,
08/17/2020,Livingston,0,178,183,"17,723",,
08/18/2020,Livingston,0,178,160,"17,883",,
08/19/2020,Livingston,0,178,144,"18,027",,
08/20/2020,Livingston,0,178,424,"18,451",,
08/21/2020,Livingston,1,179,188,"18,639",,
08/22/2020,Livingston,1,180,255,"18,894",,
08/23/2020,Livingston,0,180,185,"19,079",,
08/24/2020,Livingston,1,181,133,"19,212",,
08/25/2020,Livingston,0,181,195,"19,407",,
08/26/2020,Livingston,0,181,167,"19,574",,
08/27/2020,Livingston,0,181,253,"19,827",,
08/28/2020,Livingston,1,182,238,"20,065",,
08/29/2020,Livingston,0,182,223,"20,288",,
08/30/2020,Livingston,1,183,94,"20,382",,
08/31/2020,Livingston,0,183,143,"20,525",,
09/01/2020,Livingston,1,184,141,"20,666",,
09/02/2020,Livingston,3,187,152,"20,818",,
09/03/2020,Livingston,1,188,146,"20,964",,
09/04/2020,Livingston,0,188,289,"21,253",,
09/05/2020,Livingston,1,189,200,"21,453",,
09/06/2020,Livingston,0,189,141,"21,594",,
09/07/2020,Livingston,0,189,78,"21,672",,
09/08/2020,Livingston,1,190,169,"21,841",,
09/09/2020,Livingston,0,190,102,"21,943",,
09/10/2020,Livingston,0,190,54,"21,997",,
09/11/2020,Livingston,4,194,177,"22,174",,
09/12/2020,Livingston,2,196,91,"22,265",,
09/13/2020,Livingston,0,196,178,"22,443",,
09/14/2020,Livingston,0,196,229,"22,672",,
09/15/2020,Livingston,1,197,270,"22,942",,
09/16/2020,Livingston,2,199,239,"23,181",,
09/17/2020,Livingston,2,201,450,"23,631",,
09/18/2020,Livingston,0,201,209,"23,840",,
09/19/2020,Livingston,0,201,418,"24,258",,
09/20/2020,Livingston,0,201,157,"24,415",,
09/21/2020,Livingston,1,202,376,"24,791",,
09/22/2020,Livingston,0,202,151,"24,942",,
09/23/2020,Livingston,3,205,227,"25,169",,
09/24/2020,Livingston,1,206,288,"25,457",,
09/25/2020,Livingston,1,207,203,"25,660",,
09/26/2020,Livingston,0,207,205,"25,865",,
09/27/2020,Livingston,0,207,158,"26,023",,
09/28/2020,Livingston,0,207,160,"26,183",,
09/29/2020,Livingston,1,208,598,"26,781",,
09/30/2020,Livingston,0,208,464,"27,245",,
10/01/2020,Livingston,1,209,357,"27,602",,
10/02/2020,Livingston,1,210,230,"27,832",,
10/03/2020,Livingston,1,211,181,"28,013",,
10/04/2020,Livingston,0,211,97,"28,110",,
10/05/2020,Livingston,1,212,305,"28,415",,
10/06/2020,Livingston,1,213,556,"28,971",,
10/07/2020,Livingston,3,216,196,"29,167",,
10/08/2020,Livingston,3,219,643,"29,810",,
10/09/2020,Livingston,0,219,218,"30,028",,
10/10/2020,Livingston,3,222,297,"30,325",,
10/11/2020,Livingston,3,225,223,"30,548",,
10/12/2020,Livingston,2,227,235,"30,783",,
10/13/2020,Livingston,0,227,453,"31,236",,
10/14/2020,Livingston,5,232,205,"31,441",,
10/15/2020,Livingston,2,234,218,"31,659",,
